Sno.,Acronym,Name,Current Price,Price Change Per Day,Price Change Per Week,Percentage Change Per Day,Percentage Change Per Week
385,AT16,Arrow Textiles,9.28,0.0000,-0.66,0.0000,-6.64
386,AHFL541133,Apex Capital An,45.60,0.0000,0,0.0000,0
387,AFF,Apex Frozen,258.85,13.8500,12.7,5.6531,5.16
388,AI65,Adhbhut Infra,168.70,0.0000,0,0.0000,0
389,ANURO54286,APL,13.70,0.0000,0.00,0.0000,0.0000
390,BT09,APL Apollo,2959.15,41.5000,278.55,1.4224,10.39
391,A02,Aplab,18.40,0.3200,0.66,1.7699,3.72
392,TL02,Aplaya Creation,0.13,0.0000,0,0.0000,0
393,APM,APM Industries,14.44,-0.3400,0.56,-2.3004,4.03
394,AFI,Apollo Finvest,470.25,14.7000,37.95,3.2269,8.78
395,AHE,Apollo Hospital,2089.90,-59.6000,59.6,-2.7727,2.94
396,AMS,Apollo Micro Sy,115.00,0.7000,0.8,0.6124,0.7
397,ALF02,Apollo Pipes,396.00,4.2000,11,1.0720,2.86
398,ATS,Apollo Steel,0.00,0.0000,Nan,Nan,Nan
399,PIF03,Apollo Tricoat ,598.65,3.6500,47.85,0.6134,8.6900
400,AT13,Apollo Tube,NT*,0.0000,Nan,0.0000,Nan
401,AT14,Aptech,119.25,2.1000,6.15,1.7926,5.44
402,ALF04,Apoorva Leasing,13.53,0.0000,-0.64,0.0000,-4.52
403,AAI02,Apple Amusement,11.65,-2.9000,Nan,-19.9313,Nan
404,ACC03,Apple Credit,1.60,-0.1500,Nan,-8.5714,Nan
405,AMF,Apple Mutual,8.65,0.0000,Nan,0.0000,Nan
406,ASL03,Appollo Stones ,0.00,0.0000,Nan,Nan,Nan
407,APR,APR,19.70,1.4500,Nan,7.9452,Nan
408,APS,APS-Star Ind,1.00,0.0000,Nan,0.0000,Nan
409,AA04,Apte Amalgam,94.50,0.0000,0,0.0000,0
410,A11,GNA Axles,226.15,2.2500,9.1,1.0049,4.19
411,AI66,Arvind Smart,88.65,-1.2500,0.9,-1.3904,1.03
412,AL14,Aqua Logistics,1.36,0.0000,Nan,0.0000,Nan
413,AIL02,Aqualand India ,0.00,0.0000,Nan,Nan,Nan
414,AFP,Aquamarine Food,0.00,0.0000,Nan,Nan,Nan
415,CBC,Arambhan,6.10,0.0000,0,0.0000,0
416,AII,Aramusk Infra,0.00,0.0000,Nan,Nan,Nan
417,AI20,Aravali Pipes,0.60,0.0000,Nan,0.0000,Nan
418,ASF01,Aravali Sec,1.70,-0.0400,-0.05,-2.2989,-2.86
419,ARC01,ARC Finance,0.95,0.0100,0.04,1.0638,4.4
420,AI21,Arcee Ind,3.16,0.0000,0,0.0000,0
421,AP30,Add-Shop Promot,42.90,2.0000,3.85,4.8900,9.86
422,AS20,Archana Soft,1.71,0.0000,-0.01,0.0000,-0.58
423,ADL,Archidply Decor,27.55,-3.5000,0,-11.2721,0
424,AI,Aarti Ind,1014.00,-1.4000,8.4,-0.1379,0.84
425,SCL07,Archit Organosy,13.80,0.1700,-0.06,1.2472,-0.4300
426,ALL,Arco Leasing,0.00,0.0000,Nan,Nan,Nan
427,ATC,Arcuttipore Tea,1.82,0.0000,0,0.0000,0
428,AIT02,Ardi Investment,2.75,0.1300,Nan,4.9618,Nan
429,AI22,Arex Industries,80.00,-3.0000,-3,-3.6145,-3.61
430,AI70,AKI India,11.08,0.0000,0,0.0000,0
431,AF24,Arham Fiscal,NT*,0.0000,Nan,0.0000,Nan
432,AS16,Arhant Suede,1.00,0.0000,Nan,0.0000,Nan
433,AI35,Arhat Ind,0.90,0.1500,Nan,20.0000,Nan
434,AA02,Johnson Control,2213.35,-11.6000,16.25,-0.5214,0.74
435,AAC02,Arihant Avenues,9.55,0.0000,0,0.0000,0
436,ACM02,Arihant Capital,60.20,-0.5000,3.8,-0.8237,6.74
437,ACF04,Arihant Classic,1.00,0.0000,Nan,0.0000,Nan
438,ACL05,Arihant Corpora,0.00,0.0000,Nan,Nan,Nan
439,AC07,Arihant Cotsyn,0.40,0.0000,Nan,0.0000,Nan
440,AE08,Arihant Enter,1.00,0.0000,Nan,0.0000,Nan
441,AFH,Arihant Found,17.10,0.0000,1.15,0.0000,7.21
442,AI23,Arihant Ind,6.00,-0.0100,Nan,-0.1664,Nan
443,ASA02,Arihant Steel,0.00,0.0000,Nan,Nan,Nan
444,SMC07,Arihant Super,23.50,0.0000,0,0.0000,0
445,AT07,Arihant Thermo,1.00,0.0000,Nan,0.0000,Nan
446,AT08,Arihant Threads,2.20,0.0000,Nan,0.0000,Nan
447,AT09,Arihant Tournes,17.90,0.8500,0,4.9853,0
448,AS07,Arihants Sec,6.05,0.0000,-0.06,0.0000,-0.98
449,A04,Arlabs,1.40,0.0000,Nan,0.0000,Nan
450,AB12,Arlem Breweries,2.00,0.0000,Nan,0.0000,Nan
451,ARM,ARM Polymers,0.00,0.0000,Nan,Nan,Nan
452,AE09,Armaan Electric,2.15,-0.3500,Nan,-14.0000,Nan
453,PFI01,Arnav Corp,0.19,0.0000,0,0.0000,0
454,AGI01,Aro Granite,25.20,-0.8000,-0.15,-3.0769,-0.59
455,AS14,Arochem Silvass,3.00,-0.1000,Nan,-3.2258,Nan
456,ACI06,Aroni Comm,115.10,0.0000,0,0.0000,0
457,AF13,Arora Fibres,9.71,0.0000,0,0.0000,0
458,ALC01,Arpan Leasing,4.70,-2.9500,Nan,-38.5621,Nan
459,AI46,Arraycom India,1.00,0.0000,Nan,0.0000,Nan
460,ACP,Arrow Greentech,50.45,-1.0500,0.75,-2.0388,1.51
461,AI60,Aptus Ind,0.65,0.0000,0,0.0000,0
462,AIP,ARSS Infra,13.45,-0.1500,0.8,-1.1029,6.32
463,AN,Hubtown,10.62,0.1600,0.94,1.5296,9.71
464,APP02,Artech Power,0.51,0.0000,0,0.0000,0
465,AF26,Sarthak Global,4.75,0.0000,0,0.0000,0
466,AGL03,Artemis Global ,51.00,0.0000,0,0.0000,0
467,AAI06,Arti Agro Indus,0.00,0.0000,Nan,Nan,Nan
468,AE10,Artson Engg,28.20,-0.2000,-0.4,-0.7042,-1.4
469,AM05,Arun Mantex,3.55,-1.1500,Nan,-24.4681,Nan
470,AP13,Arun Pipes,11.55,-0.9500,Nan,-7.6000,Nan
471,AP14,Arun Processors,4.40,3.4000,Nan,340.0000,Nan
472,AH06,Arnold Holdings,29.45,0.2500,0.45,0.8562,1.55
473,CP02,Arunjyoti Bio,8.08,0.0000,0,0.0000,0
474,AE15,Inceptum Ent,9.54,0.0000,0,0.0000,0
475,AM06,Arunoday Mills,4.00,-0.0600,Nan,-1.4778,Nan
476,ALG,Arvin Liquid,0.00,0.0000,Nan,Nan,Nan
477,AI24,Arvind Intl,1.63,0.0000,0,0.0000,0
478,AP15,Arvind Polycot,5.15,-0.0500,Nan,-0.9615,Nan
479,AP27,Arvind Products,7.42,0.0700,Nan,0.9524,Nan
480,ARU,Arvind Rashayan,1.00,0.0000,Nan,0.0000,Nan
481,AR06,Arvind Remedies,4.70,0.0000,0,0.0000,0
482,AI72,Affle India,2864.40,-12.1500,-40.7,-0.4224,-1.4
483,ACM,Ajcon Global,14.87,0.0000,0,0.0000,0
484,AFS02,Aryaman Fin Ser,47.50,0.0000,0.3,0.0000,0.64
485,AF14,Aryan Finefab,0.25,-0.0500,Nan,-16.6667,Nan
486,AP20,Aryan Pest,12.00,-0.9500,Nan,-7.3359,Nan
487,DAS02,Aryavan Enter,9.00,0.2000,0.5,2.2727,5.88
488,ARYAN54217,AS&SBL,6.31,0.3000,0,4.9917,0
489,AF15,Asahi Fibres,4.18,0.0000,0.56,0.0000,15.47
490,ASC01,Asahi Songwon,212.75,-0.9500,1.25,-0.4445,0.59
491,ACF02,Ascent Exim,1.75,-0.0700,Nan,-3.8462,Nan
492,ALI04,ANG Lifescience,46.50,-3.2500,-1.5,-6.5327,-3.13
493,AG02,Fairfield Atlas,241.00,0.0000,Nan,0.0000,Nan
494,AAI03,Asha Agro Ind,1.00,0.0000,Nan,0.0000,Nan
495,AIF01,Ashapura Intima,1.35,0.0000,0,0.0000,0
496,AM07,Ashapura Mine,76.70,-2.4500,-4.95,-3.0954,-6.06
497,AGO,Ashapuri Gold,35.00,0.0000,0,0.0000,0
498,AA10,Encore Software,7.10,0.0000,0,0.0000,0
499,APF01,Ashari Properti,0.00,0.0000,Nan,Nan,Nan
500,AAI04,Ashiana Agro,0.76,0.0300,0.09,4.1096,13.43
501,AH07,Arman Holdings,55.90,0.0000,0,0.0000,0
502,AI25,Ashiana Ispat,8.50,-0.0500,0.73,-0.5848,9.4
503,ACC07,Active Clothing,9.25,-0.7500,-0.45,-7.5000,-4.64
504,AI56,Ashim Invest,16.00,-0.8000,Nan,-4.7619,Nan
505,A10,Arcotech,2.10,0.0100,-0.14,0.4785,-6.25
506,ASI,Ashirwad Steel,8.00,0.0000,0,0.0000,0
507,AC09,AshirwadCapital,1.91,-0.0400,0.01,-2.0513,0.53
508,APL03,Ashish Polyplas,3.90,0.0000,0,0.0000,0
509,ASHNI54170,Ashnisha Indust,2.98,0.0500,0,1.7065,0
510,AAC01,Ashok Alco-Chem,44.10,2.1000,-0.5,5.0000,-1.12
511,AF16,Ashok Fashions,2.10,0.0000,Nan,0.0000,Nan
512,ALF01,Ashok Ley Fin,107.15,3.2500,Nan,3.1280,Nan
513,AL,Ashok Leyland,76.20,1.8000,-0.1,2.4194,-0.13
514,AB,Ashoka Buildcon,65.55,1.1000,0,1.7067,0
515,ACL07,Ashoka Cotseeds,0.00,0.0000,Nan,Nan,Nan
516,AML04,Ashoka Metcast ,1.90,0.0000,0,0.0000,0
517,AR,Ashoka Refinery,5.64,0.0000,0,0.0000,0
518,SAC03,Ashtavinayak,0.81,0.0000,0,0.0000,0
519,APM03,Ashutosh Paper ,0.66,0.0000,0,0.0000,0
520,APF,Asia Pacific ,1.00,0.0000,Nan,0.0000,Nan
521,API03,Asia Pacific In,3.75,0.0000,Nan,0.0000,Nan
522,AP16,Asia Pack,17.50,0.0000,0,0.0000,0
523,AR01,Asia Refinery,1.00,0.0000,Nan,0.0000,Nan
524,AT12,Asia Threads,36.85,-3.2000,Nan,-7.9900,Nan
525,AS09,Asiacorp Sec,1.00,0.0000,Nan,0.0000,Nan
526,AAI05,Asian Agalite,3.00,0.0000,Nan,0.0000,Nan
527,AA05,Asian Alloys,4.00,0.0000,Nan,0.0000,Nan
528,AB13,Asian Bearings,1.45,-0.0500,Nan,-3.3333,Nan
529,ACI10,Allied Computer,0.49,0.0000,0,0.0000,0
530,ACL,Asian Closures ,0.00,0.0000,Nan,Nan,Nan
531,ACI09,Asian Conso,NT*,0.0000,Nan,0.0000,Nan
532,ACI11,Asian Consolida,0.00,0.0000,Nan,Nan,Nan
533,AE11,Asian Electroni,1.78,0.0000,0,0.0000,0
534,AF18,Asian Fertilize,1.15,0.0000,Nan,0.0000,Nan
535,AFL01,Asian Flora Ltd,2.73,0.0000,Nan,0.0000,Nan
536,SSM03,Asian Food,90.00,0.0000,Nan,0.0000,Nan
537,AGI04,Asian Granito,290.55,-1.5500,-0.4,-0.5306,-0.14
538,AHE01,Asian Hotel (E),144.20,-0.8000,1.95,-0.5517,1.37
539,AHW,Asian Hotel (W),270.00,0.0000,-3.85,0.0000,-1.41
540,AH,Asian Hotels,55.70,0.5500,-0.6,0.9973,-1.07
541,AIE,Asian Ind Ent,0.00,0.0000,Nan,Nan,Nan
542,AI38,Asian Indstl,1.00,-0.3000,Nan,-23.0769,Nan
543,ALI03,Asian Lakto Ind,0.00,0.0000,Nan,Nan,Nan
544,AOS,Asian Oilfield,100.95,-2.0500,-1.95,-1.9903,-1.9
545,APE,Asian Petro,3.04,0.0000,0,0.0000,0
546,AS15,Asian Star,617.05,-31.9500,-31.95,-4.9230,-4.92
547,ATE,Asian Tea Expo,16.20,-0.3000,-0.1,-1.8182,-0.61
548,ATL01,Asian Tractors ,0.00,0.0000,Nan,Nan,Nan
549,AVI03,Asian Vegpro,1.00,0.0000,Nan,0.0000,Nan
550,AFE,Asiatic Food,10.00,0.0000,0,0.0000,0
551,AIS01,Asiatic Infra,1.70,0.2500,Nan,17.2414,Nan
552,APL,Asiatic Propert,0.00,0.0000,Nan,Nan,Nan
553,AARSH54237,ASIIC,3.36,0.0000,0,0.0000,0
554,P07,ASIS Logistics,6.90,0.0000,0,0.0000,0
555,ACM05,Aryaman Cap,47.00,0.0000,0,0.0000,0
556,AS10,Aslo Steel,3.00,0.0000,Nan,0.0000,Nan
557,APD,Aspira Pathlab ,20.00,0.0000,0,0.0000,0
558,ASR,ASR Agro,1.00,0.0000,Nan,0.0000,Nan
559,ASSAM54291,Assam,83.80,0.0000,0,0.0000,0
560,AC12,Assam Company,0.54,0.0000,0,0.0000,0
561,APL04,Assam Petrochem,7.86,0.3700,Nan,4.9399,Nan
562,A05,Assambrook,15.65,-0.7000,Nan,-4.2813,Nan
563,AAB,Assoc Alcohol,259.25,2.2500,5.6,0.8755,2.21
564,ABC03,Assoc Business,1.00,0.0000,Nan,0.0000,Nan
565,AMG,Assoc Marmo,8.10,-0.1800,Nan,-2.1739,Nan
566,ARI01,Assoc Rubber,108.75,0.0000,0,0.0000,0
567,ASI01,Assoc Stone,12.90,-0.1700,0.38,-1.3007,3.04
568,ACL03,Associated Cera,0.00,0.0000,Nan,Nan,Nan
569,AI48,Associated Info,1.00,0.0000,Nan,0.0000,Nan
570,AL13,Astec Life,1098.95,12.1500,20.9,1.1180,1.94
571,ADH,Aster DM Health,133.70,1.1500,0.55,0.8676,0.41
572,AMP01,Astra Microwave,114.15,-2.6000,-2.7,-2.2270,-2.31
573,APT02,Astral Poly Tec,1208.00,-16.2500,106.35,-1.3273,9.65
574,ADI03,Astron Drugs,0.00,0.0000,Nan,Nan,Nan
575,APB,Astron Paper & ,47.20,-0.4500,2.8,-0.9444,6.31
576,AEL,Asutosh Ent,0.00,0.0000,Nan,Nan,Nan
577,SHF,Asya Infosoft,4.69,0.0000,-0.01,0.0000,-0.21
578,AI27,Atash Ind,1.20,-0.3000,Nan,-20.0000,Nan
579,ASL04,Atash Securitie,0.00,0.0000,Nan,Nan,Nan
580,AT,Apollo Tyres,132.90,2.0000,12.75,1.5279,10.61
581,AE14,Taaza Inter,5.18,0.0000,-0.27,0.0000,-4.95
582,AC21,Athena Constr,13.60,0.0000,0,0.0000,0
583,AI19,BLS Infotech,0.19,0.0000,0,0.0000,0
584,A9,Atlanta,6.68,-0.0200,0.1,-0.2985,1.52
585,KS,Atlanta Infra,7.98,0.0000,0,0.0000,0
586,ASW,Atlantic Spin,7.20,1.2000,Nan,20.0000,Nan
587,ACI,Atlas Copco,2720.75,13.4000,Nan,0.4949,Nan
588,ACI08,Atlas Cycles,44.10,0.3000,-1.05,0.6849,-2.33
589,GEW,Atlas Jewellery,52.70,-1.0500,-4.30,-1.9535,-7.5400
590,ASP,Atlas Soya,1.00,0.0000,Nan,0.0000,Nan
591,AS11,Atma Steels,2.20,-0.0500,Nan,-2.2222,Nan
592,AI50,Anubhav Infra,4.44,-0.0900,-0.36,-1.9868,-7.5
593,A06,Atul,6105.35,1.5000,17.25,0.0246,0.28
594,AA08,Atul Auto,168.60,-1.2000,2.35,-0.7067,1.41
595,AGI02,Atul Glass,3.95,-0.0500,Nan,-1.2500,Nan
596,AC13,AturiaContinent,2.30,-0.7000,Nan,-23.3333,Nan
597,ATV,ATV Projects,3.59,-0.1400,0.24,-3.7534,7.16
598,ASF02,Artefact,31.50,-1.4500,1.55,-4.4006,5.18
599,APM02,Auran Paper,NT*,0.0000,Nan,0.0000,Nan
600,AD05,Future Market,15.50,-0.3500,-2.55,-2.2082,-14.13
601,AAF01,Auriferous Aqua,0.00,0.0000,Nan,Nan,Nan
602,PS12,aurionPro Sol,71.00,3.3500,0.75,4.9520,1.0700
603,AL06,Auro Labs,55.25,-1.1000,0.35,-1.9521,0.64
604,AP,Aurobindo Pharm,818.75,22.1500,46.85,2.7806,6.07
605,AEI,Auroknit Export,0.00,0.0000,Nan,Nan,Nan
606,ACL06,Auroma Coke Ltd,4.94,-0.2600,0,-5.0000,0
607,AL09,Auromed Ltd,0.00,0.0000,Nan,Nan,Nan
608,JS05,Aurum Soft,0.25,0.0000,0,0.0000,0
609,CE06,Ausom Enterp,47.35,-3.6500,5.7,-7.1569,13.69
610,AEC04,Austin Eng,32.40,-0.1000,1.4,-0.3077,4.52
611,ACP02,Austral Coke,0.21,0.0000,0,0.0000,0
612,AII01,Authum Invest,143.70,-0.0500,11.7,-0.0348,8.86
613,ACG,Auto Corp Goa,328.00,0.0000,0.15,0.0000,0.05
614,API05,Auto Pins(I),35.05,0.0000,0.00,0.0000,0.0000
615,AP23,Auto Products,1.00,0.0000,Nan,0.0000,Nan
616,AT10,Auto Tension,1.00,0.0000,Nan,0.0000,Nan
617,AI59,Autoline Ind,33.65,1.2500,5.45,3.8580,19.33
618,AI31,Autolite India,19.00,-0.3000,0.85,-1.5544,4.68
619,API06,Automobile Prod,0.00,0.0000,Nan,Nan,Nan
620,AA06,Automotive Axle,703.15,-12.1000,-36.75,-1.6917,-4.97
621,AI32,Autopal,32.55,0.0000,0,0.0000,0
622,AF20,Autoriders Fin,0.46,0.0000,0,0.0000,0
623,AIL01,Autoriders Intl,40.15,1.9000,Nan,4.9673,Nan
624,ASE03,Avadh Sugar ,178.05,-2.0000,-1.1,-1.1108,-0.61
625,AT18,Adani Trans,246.90,4.6000,-0.25,1.8985,-0.1
626,AF21,Avanti Feeds,499.20,2.7500,4.9,0.5539,0.99
627,AS19,Almondz Global,11.42,0.2000,-0.36,1.7825,-3.06
628,AI33,Avery India,133.45,0.2000,Nan,0.1501,Nan
629,AVI,AVI Export,1.80,0.1000,Nan,5.8824,Nan
630,AVI01,AVI Industries,3.65,0.7000,Nan,23.7288,Nan
631,AVI02,AVI Photochem,17.45,0.0000,-0.1,0.0000,-0.57
632,AVI04,AVI Polymers,4.85,0.0000,0,0.0000,0
633,AR02,Avikem Resin,1.00,0.0000,Nan,0.0000,Nan
634,AC10,Asian Cables,1.00,0.0000,Nan,0.0000,Nan
635,AI34,Avon Industries,2.00,0.0000,Nan,0.0000,Nan
636,AO02,Avon Life,7.38,-0.1500,-0.6,-1.9920,-7.52
637,AML,Avon Mercantile,0.00,0.0000,Nan,Nan,Nan
638,AC19,Agrimony Comm,3.60,0.0000,0,0.0000,0
639,AM09,Ambition Mica,4.95,0.0000,0.22,0.0000,4.65
640,AVS01,AVS World Trade,1.00,0.0000,Nan,0.0000,Nan
641,AVT01,AVTIL Ent,6.42,0.1200,0,1.9048,0
642,AAV,Awas Ayogen Vit,0.00,0.0000,Nan,Nan,Nan
643,AP24,Axel Polymers,10.45,0.0000,0,0.0000,0
644,AMF02,Axis Gold ETF,43.82,-0.2300,0.34,-0.5221,0.78
645,AET02,Advanced Enzyme,334.60,4.2500,41.75,1.2865,14.26
646,AI47,Axon Finance,1.28,0.0000,0.06,0.0000,4.92
647,AI62,Achal Invest,0.28,0.0000,-0.02,0.0000,-6.67
648,AL10,Ayepee Lamitube,0.00,0.0000,Nan,Nan,Nan
649,WS01,AYM Syntex,24.85,1.2000,0.30,5.0740,1.2200
650,AM08,Ayoki Mercan,18.00,17.0000,Nan,1700.0000,Nan
651,HC09,Azure Exim Serv,5.67,0.0000,0,0.0000,0
652,BA06,Bajaj Auto,2985.75,106.2500,25.4,3.6899,0.86
653,BAI,B Arunkumar,28.05,2.0500,Nan,7.8846,Nan
654,PC13,Rain Industries,103.10,0.6500,0.85,0.6345,0.8300
655,BJD,B J Duplex,5.25,-0.1000,Nan,-1.8692,Nan
656,BNE,B Nanji Ent,9.05,0.0000,0,0.0000,0
657,BPC01,B P Capital,2.12,-0.1100,-0.22,-4.9327,-9.4
658,BAM01,B&A Packaging,15.66,0.0000,0,0.0000,0
659,BTC,Balurghat Tech,8.06,0.0600,0.06,0.7500,0.75
660,BDI01,B.D. Industries,0.00,0.0000,Nan,Nan,Nan
661,RFS,B2B Software,11.35,0.0000,-0.10,0.0000,-0.8700
662,BU02,B4U,NT*,0.0000,Nan,0.0000,Nan
663,GM01,Baba Arts,7.55,0.1000,0.14,1.3423,1.8900
664,BP,Bacil Pharma,5.20,0.2300,0.89,4.6278,20.65
665,BE06,Baffin Engg,0.32,-0.0100,Nan,-3.0303,Nan
666,BP01,Wopolin Plastic,4.27,0.2000,Nan,4.9140,Nan
667,BSM01,Bafna Spinning,0.07,0.0000,Nan,0.0000,Nan
668,BAG,BAG Films,2.59,-0.0600,-0.01,-2.2642,-0.38
669,BIE,Bagade India,1.70,-0.1000,Nan,-5.5556,Nan
670,BMC,Bagri Minerals,1.00,0.0000,Nan,0.0000,Nan
671,BU,Bagwe Udyog,2.30,0.0000,Nan,0.0000,Nan
672,BPL06,Bahuma Polytex ,0.00,0.0000,Nan,Nan,Nan
673,BLF,Baid Leasing,24.30,-0.7500,-1.4,-2.9940,-5.45
674,BC02,Batliboi,8.00,0.0500,0.02,0.6289,0.25
675,BE,Bajaj Electric,494.45,-8.1000,0.5,-1.6118,0.1
676,BAF,Bajaj Finance,3444.05,166.8000,305.8,5.0896,9.74
677,BF04,Bajaj Finserv,6052.90,201.9000,254.1,3.4507,4.38
678,BGL,Bajaj Global,0.00,0.0000,Nan,Nan,Nan
679,BHL,Trinity Bio-Tec,3.60,0.1700,Nan,4.9563,Nan
680,PSI01,Bajaj Hind Sug,23.70,-0.0500,Nan,-0.2105,Nan
681,BH06,Brahmanand Him,4.08,0.0000,0,0.0000,0
682,BSI01,Bajaj Steel,209.35,13.5000,3.6,6.8930,1.75
683,BF,Bajrang Finance,12.56,0.5900,0,4.9290,0
684,BAI04,Bajwa Agro Indu,0.00,0.0000,Nan,Nan,Nan
685,BP02,Bal Pharma,43.55,0.5500,-0.5,1.2791,-1.14
686,BA05,Balaji Amines,806.10,-1.8000,-5.3,-0.2228,-0.65
687,BB07,Balaji Bonds,10.95,-0.2500,Nan,-2.2321,Nan
688,BD,Balaji Distill,50.80,-1.0500,Nan,-2.0251,Nan
689,BFF,Balaji Foods,1.80,-0.1000,Nan,-5.2632,Nan
690,BGI,Balaji Galvanis,0.00,0.0000,Nan,Nan,Nan
691,BHE01,Balaji Hotel,3.00,-0.0500,Nan,-1.6393,Nan
692,BIC,Balaji Ind Corp,1.65,-0.2500,Nan,-13.1579,Nan
693,BST,Balaji St Tubes,1.60,0.0000,Nan,0.0000,Nan
694,BT06,Balaji Telefilm,69.80,1.9500,-0.65,2.8740,-0.92
695,BCL03,Balaram Cements,0.00,0.0000,Nan,Nan,Nan
696,BAL,BALCO,NT*,0.0000,Nan,0.0000,Nan
697,BHT01,Balgopal Holdin,0.00,0.0000,Nan,Nan,Nan
698,NPM01,Balkrishna ,13.00,0.0900,0.53,0.6971,4.2500
699,BI03,Balkrishna Ind,1463.45,-12.5000,106.85,-0.8469,7.88
700,BI12,Ballarpur Ind,1.23,-0.0300,-0.04,-2.3810,-3.15
701,BLI01,Balmer Invest,341.40,1.4000,-1.25,0.4118,-0.36
702,BLV,Balmer L Vanlee,69.10,-0.1500,Nan,-0.2166,Nan
703,BLC,Balmer Lawrie,104.00,4.6500,5.1,4.6804,5.16
704,BCM,Balrampur Chini,152.15,-2.9500,6.15,-1.9020,4.21
705,BHP,Balsara Hygiene,0.00,0.0000,Nan,Nan,Nan
706,BT08,BS Limited,0.33,0.0000,0,0.0000,0
707,BTM01,Balwant Textile,0.00,0.0000,Nan,Nan,Nan
708,BAI02,Bambino Agro,185.20,2.0000,-5.5,1.0917,-2.88
709,BAM,BAMPSL Sec,0.78,0.0000,0.02,0.0000,2.63
710,BB03,Banaras Beads,52.05,-1.2000,0,-2.2535,0
711,BFL02,Banas Finance,4.00,0.0700,0.28,1.7812,7.53
712,BPI,Banco Products,89.70,-0.1500,2.4,-0.1669,2.75
713,BB09,Bandhan Bank,285.85,12.5000,20.7,4.5729,7.81
714,BO02,Bang Overseas,18.20,-0.3000,0.3,-1.6216,1.68
715,BFF01,Bangalore Fort,16.30,0.0000,-0.05,0.0000,-0.31
716,BS12,Bangalore Soft,1.00,0.0000,Nan,0.0000,Nan
717,BCL06,Banjara Cements,0.00,0.0000,Nan,Nan,Nan
718,BOB,Bank of Baroda,41.90,0.8500,0.3,2.0706,0.72
719,BOI,Bank of India,40.85,0.1500,0.6,0.3686,1.49
720,BM,Bank of Madura,280.80,-4.1000,Nan,-1.4391,Nan
721,BM05,Bank of Mah,11.22,0.0600,-0.09,0.5376,-0.8
722,BP03,Bank of Punjab,44.05,0.0500,Nan,0.1136,Nan
723,BI02,Banka India,1.85,0.0000,Nan,0.0000,Nan
724,BAN,BANKEX,0.00,0.0000,Nan,Nan,Nan
725,BAS01,Bannari A Spg,88.00,0.0000,4,0.0000,4.76
726,BS07,Bannariamman,1301.25,1.2500,-0.35,0.0962,-0.03
727,BM01,Bhagyanagar Ind,18.00,0.0000,0,0.0000,0
728,BTI,Bhuvan Tripura,10.00,0.0000,0,0.0000,0
729,BS01,Banswara Syntex,74.05,3.9000,4.05,5.5595,5.79
730,BTM02,Banswara Textil,1.50,1.5000,Nan,Nan,Nan
731,BVC,Barak Vally Cem,13.00,-0.6000,-2,-4.4118,-13.33
732,BIL02,Barar Ind,0.00,0.0000,Nan,Nan,Nan
733,BAR,BARCLAYS11,1581402.17,6675.4700,Nan,0.4239,Nan
734,BCL04,Barium Chemcial,0.00,0.0000,Nan,Nan,Nan
735,BI13,Barkha Ind,1.00,0.0000,Nan,0.0000,Nan
736,BAI03,Baroda Agro Ind,0.00,0.0000,Nan,Nan,Nan
737,BAC,Baroda Alloys,0.00,0.0000,Nan,Nan,Nan
738,BCL05,Baroda Carbons ,0.00,0.0000,Nan,Nan,Nan
739,BDL,Baroda Dyeing,0.00,0.0000,Nan,Nan,Nan
740,BEM01,Baroda Electric,12.15,2.4000,Nan,24.6154,Nan
741,BE01,Baroda Extrusio,0.41,0.0000,-0.01,0.0000,-2.38
742,BFA,Baroda Ferro,0.00,0.0000,Nan,Nan,Nan
743,BP04,Baroda Polyplas,1.00,0.0000,Nan,0.0000,Nan
744,BRC,Baroda Rayon,2.95,0.3000,Nan,11.3208,Nan
745,BI17,Baron Infotech,0.27,0.0100,0,3.8462,0
746,BI21,Bartronics,1.94,0.0900,0.14,4.8649,7.78
747,BAT,Basant Agro Tec,5.04,-0.1700,-0.06,-3.2630,-1.18
748,BC01,Basera Cements,1.00,0.0000,Nan,0.0000,Nan
749,BAS,BASF,1542.95,29.8000,147.3,1.9694,10.55
750,BCA01,Basil Chemicals,0.00,0.0000,Nan,Nan,Nan
751,BI01,Bata India,1342.25,24.2500,38.95,1.8399,2.99
752,BT07,Bathina Techno,1.50,-0.1300,Nan,-7.9755,Nan
753,B02,R J Bio-Tech,9.55,0.0000,0.85,0.0000,9.77
754,BLL,Bay Liners,0.00,0.0000,Nan,Nan,Nan
755,BC12,Binani Cement,90.50,0.0500,Nan,0.0553,Nan
756,BI04,Bayer India,186.20,-3.7000,Nan,-1.9484,Nan
757,BI29,Bazel Internati,11.11,0.0000,0,0.0000,0
758,BBE01,BB ETF-April 25,995.69,-1.2100,1.44,-0.1214,0.14
759,BBE,BB ETF-April 31,991.00,1.1000,0.5,0.1111,0.05
760,BCC,BCC Fuba,8.81,0.0000,0,0.0000,0
761,BCL08,BCL Enterprises,22.50,0.8000,2.9,3.6866,14.8
762,BCL,BCL Financial,2.45,0.4500,Nan,22.5000,Nan
763,BCL01,BCL Forgings,3.91,0.0000,Nan,0.0000,Nan
764,BC06,BCL Limited,59.25,2.0000,2.1,3.4934,3.67
765,BDH,BDH Industries,76.00,0.4000,0,0.5291,0
766,BI20,Bedmutha Ind,19.15,0.0000,0.4,0.0000,2.13
